UNIT_ID,FIRE_NAME,CAUSE,ALARM_DATE_Con
Tuolumne - Calaveras CDF,TUOLUMNE RIVER,9 - Miscellaneous,7/11/1968
Klamath National Forest,BLUE CANYON,5 - Debris,10/28/1968
Los Angeles County,SHOTGUN FIRE,14 - Unknown / Unidentified,5/18/1968
Amador - El Dorado CDF,FAIR PLAY,14 - Unknown / Unidentified,7/20/1968
Sonoma - Lake - Napa CDF,L. MARTELL #3,14 - Unknown / Unidentified,7/18/1968
Kern County,COOK PEAK,14 - Unknown / Unidentified,6/29/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Ventura County,CONEJO GRADE BRUSH,14 - Unknown / Unidentified,9/22/1968
Tehama - Glenn CDF,LIGHTNING #3,14 - Unknown / Unidentified,6/7/1968
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,TRACK FIRE,14 - Unknown / Unidentified,6/14/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
San Luis Obispo CDF,LEWIS ESCAPE,14 - Unknown / Unidentified,8/7/1968
Monterey - San Benito CDF,HUGHS,14 - Unknown / Unidentified,9/22/1968
Santa Clara CDF,MULQUEENEY,14 - Unknown / Unidentified,6/16/1968
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Shasta-Trinity National Forest,BOLAM #1,9 - Miscellaneous,8/11/1968
Sonoma - Lake - Napa CDF,R. KEISLER,14 - Unknown / Unidentified,6/8/1968
Sonoma - Lake - Napa CDF,ELK CREEK,14 - Unknown / Unidentified,7/18/1968
San Luis Obispo CDF,HILLMAN #2,14 - Unknown / Unidentified,7/1/1968
Tehama - Glenn CDF,WATSON CANYON,14 - Unknown / Unidentified,7/27/1968
Humboldt - Del Norte CDF,OHMAN CREEK,14 - Unknown / Unidentified,8/8/1968
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Santa Barbara County,AINSCOUGH,14 - Unknown / Unidentified,8/17/1968
Madera - Mariposa CDF,MERCED FALLS,14 - Unknown / Unidentified,9/1/1968
Kern County,BEAR VALLEY RANCH,14 - Unknown / Unidentified,6/21/1968
Tuolumne - Calaveras CDF,CAVE CITY,14 - Unknown / Unidentified,7/28/1968
Vandenberg Air Force Base, ,14 - Unknown / Unidentified,<Null>
Tuolumne - Calaveras CDF,COYOTE CREEK,14 - Unknown / Unidentified,7/27/1968
Riverside CDF,WHITEWATER,14 - Unknown / Unidentified,6/21/1968
San Luis Obispo CDF,BROWN,14 - Unknown / Unidentified,6/19/1968
Los Angeles County,EASLEY FIRE,14 - Unknown / Unidentified,7/12/1968
Santa Clara CDF,LA COSTA,14 - Unknown / Unidentified,6/29/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Sonoma - Lake - Napa CDF,STAGS LAKE,14 - Unknown / Unidentified,6/27/1968
San Diego CDF,SYCAMORE,14 - Unknown / Unidentified,8/23/1968
San Luis Obispo CDF,ROBINSON,9 - Miscellaneous,5/23/1968
Santa Barbara County,MACCO REALTY COMPANY,14 - Unknown / Unidentified,9/9/1968
Madera - Mariposa CDF,EAGLE,7 - Arson,8/4/1968
Riverside CDF,COW,14 - Unknown / Unidentified,4/28/1968
San Luis Obispo CDF,MCCARTHY,14 - Unknown / Unidentified,6/10/1968
Fresno-Kings CDF,SERPILIO,14 - Unknown / Unidentified,7/18/1968
Sonoma - Lake - Napa CDF,JIM DOLLAR,14 - Unknown / Unidentified,9/16/1968
Kern County,YANKEE MINE,14 - Unknown / Unidentified,7/17/1968
Tulare County,RANCHERIA,14 - Unknown / Unidentified,7/22/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Monterey - San Benito CDF,HUNTER LIGGETT #2,14 - Unknown / Unidentified,7/11/1968
Lassen - Modoc CDF,NELSON SPRINGS #15,14 - Unknown / Unidentified,7/6/1968
Sonoma - Lake - Napa CDF,D. CRIST,14 - Unknown / Unidentified,6/9/1968
Santa Clara CDF,PLEASNTON,14 - Unknown / Unidentified,8/24/1968
Klamath National Forest,HORSETHIEF,7 - Arson,8/11/1968
Monterey - San Benito CDF,MILE POST #170,14 - Unknown / Unidentified,4/25/1968
Los Angeles County,BOOTLEGGERS-SAND FIRE,14 - Unknown / Unidentified,9/9/1968
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Tehama - Glenn CDF,PEACHMAN,14 - Unknown / Unidentified,7/23/1968
Humboldt - Del Norte CDF,STEELHEAD,14 - Unknown / Unidentified,8/8/1968
Sierra National Forest,HASLETT,9 - Miscellaneous,8/10/1968
Madera - Mariposa CDF,NELSON COVE,14 - Unknown / Unidentified,9/10/1968
San Luis Obispo CDF,MARTIN,14 - Unknown / Unidentified,7/6/1968
Ventura County,TAYLOR,14 - Unknown / Unidentified,9/22/1968
San Bernardino CDF,DISTRICT #2,14 - Unknown / Unidentified,9/25/1968
San Luis Obispo CDF,GOBLE,14 - Unknown / Unidentified,9/26/1968
San Luis Obispo CDF,HILLMAN #1,14 - Unknown / Unidentified,6/28/1968
Los Angeles County,QUIGLEY FIRE,14 - Unknown / Unidentified,6/2/1968
Ventura County,CANADA LARGA,14 - Unknown / Unidentified,9/22/1968
Joshua Tree NP,RANDOLPH,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
San Luis Obispo CDF,BUNDY,9 - Miscellaneous,8/2/1968
Tuolumne - Calaveras CDF,STONE CORRAL,14 - Unknown / Unidentified,6/22/1968
Pinnacles National Park,MELENDY CONTROLLED,14 - Unknown / Unidentified,9/2/1968
Monterey - San Benito CDF,MELENDY ESCAPE,14 - Unknown / Unidentified,9/2/1968
Yosemite National Park,UNION POINT,9 - Miscellaneous,<Null>
Riverside CDF,ROSA,14 - Unknown / Unidentified,10/16/1968
Klamath National Forest,DRY LAKE,5 - Debris,10/28/1968
Tuolumne - Calaveras CDF,LAKEVIEW,14 - Unknown / Unidentified,6/19/1968
Los Angeles County,MEADOW FIRE,14 - Unknown / Unidentified,8/28/1968
Tahoe National Forest,SAGEHEN,3 - Smoking,7/21/1968
Los Angeles County,GALAXIE FIRE,14 - Unknown / Unidentified,7/23/1968
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
Marin County,KIRBY BEACH,14 - Unknown / Unidentified,7/5/1968
Sierra National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,SILVERSTREAM FIRE,14 - Unknown / Unidentified,6/3/1968
Los Angeles County,HASKELL FIRE,14 - Unknown / Unidentified,6/25/1968
Los Angeles County,OLD CYN. FIRE,14 - Unknown / Unidentified,7/25/1968
Toiyab National Forest, ,9 - Miscellaneous,7/28/1968
Los Angeles County,SAN LEANDERO FIRE,14 - Unknown / Unidentified,7/5/1968
Cleveland National Forest,PASEO GRANDE,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Ventura County,DEVONSHIRE-PARKER,14 - Unknown / Unidentified,10/15/1967
Ventura County,SENCE RANCH,14 - Unknown / Unidentified,10/15/1967
Ventura County,TIMBER CANYON,14 - Unknown / Unidentified,10/16/1967
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Riverside CDF,KOHLER,14 - Unknown / Unidentified,7/9/1967
Los Angeles County,BRICKYARD FIRE,14 - Unknown / Unidentified,8/29/1967
Ventura County,WARRING CANYON,9 - Miscellaneous,8/28/1967
Fresno-Kings CDF,STANDARD #11,14 - Unknown / Unidentified,8/19/1967
Sonoma - Lake - Napa CDF,39TH STREET,14 - Unknown / Unidentified,8/5/1967
Madera - Mariposa CDF,GOMAN,14 - Unknown / Unidentified,6/29/1967
Los Angeles County,LATIGO FIRE,14 - Unknown / Unidentified,10/30/1967
Riverside CDF,ROADSIDE #43,14 - Unknown / Unidentified,9/20/1967
Sonoma - Lake - Napa CDF,HOPLAND GRADE,14 - Unknown / Unidentified,8/18/1967
Tulare County,SHEPHERD PEAK,1 - Lightning,8/24/1967
Siskiyou CDF, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,TURNBULL II FIRE,14 - Unknown / Unidentified,10/15/1967
Tuolumne - Calaveras CDF,TISCORNIA #3,14 - Unknown / Unidentified,8/13/1967
Santa Clara CDF,SITE 300 #2,14 - Unknown / Unidentified,6/9/1967
Santa Clara CDF,VASCO,14 - Unknown / Unidentified,7/22/1967
Fresno-Kings CDF,BLM #3,14 - Unknown / Unidentified,7/23/1967
Ventura County,DITCH ROAD,14 - Unknown / Unidentified,10/16/1967
Nevada - Yuba - Placer CDF,CAPEHART,14 - Unknown / Unidentified,10/14/1967
Los Padres National Forest,MOSELY RANCH,18 - Escaped Prescribed Burn,8/15/1967
Madera - Mariposa CDF,MCKINNEY,14 - Unknown / Unidentified,7/20/1967
Tuolumne - Calaveras CDF,MONTEZUMA,14 - Unknown / Unidentified,6/29/1967
Monterey - San Benito CDF,IRVINE,14 - Unknown / Unidentified,8/12/1967
Sequoia National Forest, ,9 - Miscellaneous,<Null>
San Bernardino CDF,STATE HIGHWAY #11,14 - Unknown / Unidentified,10/6/1967
Monterey - San Benito CDF,MERRITT,14 - Unknown / Unidentified,8/1/1967
Sonoma - Lake - Napa CDF,J. GLIDE,14 - Unknown / Unidentified,8/21/1967
Sonoma - Lake - Napa CDF,T. WILLIAMS,14 - Unknown / Unidentified,10/29/1967
Ventura County,LAS LLAJAS,14 - Unknown / Unidentified,10/18/1967
Los Angeles County,JUNCTION FIRE,14 - Unknown / Unidentified,10/29/1967
Monterey - San Benito CDF,FARIA,14 - Unknown / Unidentified,8/17/1967
Sonoma - Lake - Napa CDF,JIM DOLLAR MOUNTAIN,14 - Unknown / Unidentified,9/13/1967
Fresno-Kings CDF,BL&M #1,14 - Unknown / Unidentified,6/11/1967
Sonoma - Lake - Napa CDF,WYATT RANCH,14 - Unknown / Unidentified,7/12/1967
Mendocino CDF,NWPR #4,14 - Unknown / Unidentified,8/20/1967
Six Rivers National Forest,SUGAR,2 - Equipment Use,9/12/1967
Fresno-Kings CDF,COOK #2,14 - Unknown / Unidentified,5/27/1967
San Bernardino CDF,FPD #49,14 - Unknown / Unidentified,7/16/1967
Fresno-Kings CDF,STANDARD OIL #6,14 - Unknown / Unidentified,6/28/1967
San Bernardino CDF,COUNTY ROADS #15,14 - Unknown / Unidentified,10/15/1967
Sonoma - Lake - Napa CDF,PAULO,14 - Unknown / Unidentified,7/6/1967
Shasta-Trinity National Forest, ,9 - Miscellaneous,<Null>
San Bernardino CDF,OAK SPRINGS,14 - Unknown / Unidentified,7/5/1967
Sonoma - Lake - Napa CDF,BRUSH CREEK,14 - Unknown / Unidentified,9/13/1967
San Diego CDF,HARBISON CANYON,14 - Unknown / Unidentified,8/30/1967
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Tulare County,FOUNTAIN SPRINGS,14 - Unknown / Unidentified,10/12/1967
San Diego CDF,BIG STONE,14 - Unknown / Unidentified,8/11/1967
Modoc National Forest,WINEMA,9 - Miscellaneous,10/17/1967
Sequoia National Forest, ,9 - Miscellaneous,<Null>
San Diego CDF,WIGGINS,9 - Miscellaneous,7/15/1967
San Diego CDF,PINE CREEK,1 - Lightning,8/9/1967
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Stanislaus National Forest,DARDANELLES ,7 - Arson,8/2/1967
Channel Islands - NPS,SAN MIGUEL,16 - Aircraft,11/1/1967
Mendocino CDF,WHITTAKER,14 - Unknown / Unidentified,8/20/1967
Monterey - San Benito CDF,LIGHTNING #3,14 - Unknown / Unidentified,8/24/1967
Butte CDF,BIDWELL PARK,14 - Unknown / Unidentified,7/4/1967
Los Angeles County,PASS FIRE,14 - Unknown / Unidentified,7/20/1967
Los Angeles County,POWDER FIRE,14 - Unknown / Unidentified,10/8/1967
Los Angeles County,FIRESTONE FIRE,14 - Unknown / Unidentified,10/30/1967
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Santa Clara CDF,THOMAS,14 - Unknown / Unidentified,7/8/1967
Santa Clara CDF,VIERRA,14 - Unknown / Unidentified,7/8/1967
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest,HAMBUG,1 - Lightning,8/28/1967
Tahoe National Forest, ,5 - Debris,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,8/29/1967
Lake Taho Basin Management Unit, ,1 - Lightning,<Null>
Los Angeles County,BROWN CYN FIRE,14 - Unknown / Unidentified,10/16/1967
Los Angeles County,HILLTOP FIRE,14 - Unknown / Unidentified,10/31/1967
Los Angeles County,LYON FIRE,14 - Unknown / Unidentified,7/18/1967
Los Angeles County,ROUND MEADOW FIRE,14 - Unknown / Unidentified,10/16/1967
Los Padres National Forest,WELLMAN,9 - Miscellaneous,<Null>
Mendocino National Forest,ROUND,4 - Campfire,8/7/1966
Sonoma - Lake - Napa CDF,CORTINA RIDGE FIRE,14 - Unknown / Unidentified,6/12/1966
Kern County,ORCHARD PEAK,14 - Unknown / Unidentified,5/20/1966
Klamath National Forest,INDIAN RIDGE,7 - Arson,9/5/1966
Mendocino National Forest,HORSE,4 - Campfire,<Null>
Butte CDF,PROJECT 19,14 - Unknown / Unidentified,8/25/1966
Kern County,BRECKENRIDGE,1 - Lightning,6/15/1966
Sierra National Forest, ,1 - Lightning,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Shasta - Trinity CDF,LIGHTNING #13,14 - Unknown / Unidentified,8/16/1966
Butte CDF,LASSEN NF/CONCOW RD2,14 - Unknown / Unidentified,10/31/1966
Riverside CDF,MORONGO #7,14 - Unknown / Unidentified,6/21/1966
San Luis Obispo CDF,CAMPINDONICO,14 - Unknown / Unidentified,9/28/1966
Santa Barbara County,SCHOOLHOUSE,9 - Miscellaneous,7/18/1966
Plumas National Forest, ,9 - Miscellaneous,<Null>
Plumas National Forest, ,1 - Lightning,<Null>
Tuolumne - Calaveras CDF,MILTON,14 - Unknown / Unidentified,6/18/1966
Sonoma - Lake - Napa CDF,JERICHO,14 - Unknown / Unidentified,8/6/1966
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Lassen National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,LOOP FIRE,14 - Unknown / Unidentified,11/1/1966
Kern County,COTTENWOOD CREEK,14 - Unknown / Unidentified,7/23/1966
Ventura County,BLACK CANYON,14 - Unknown / Unidentified,10/14/1966
Fresno-Kings CDF,VAN VLEET,14 - Unknown / Unidentified,6/16/1966
Sequoia National Forest, ,1 - Lightning,<Null>
Riverside CDF,INDIAN,14 - Unknown / Unidentified,7/24/1966
Madera - Mariposa CDF,WOLFSEN,14 - Unknown / Unidentified,7/1/1966
Los Angeles County,CHARLIE FIRE,14 - Unknown / Unidentified,9/11/1966
Santa Clara CDF,LA COSTA,14 - Unknown / Unidentified,8/18/1966
Toiyab National Forest, ,3 - Smoking,6/27/1966
Butte CDF,PENTZ,14 - Unknown / Unidentified,8/25/1966
Madera - Mariposa CDF,IRON MT.,1 - Lightning,9/5/1966
Santa Barbara County,HOLLISTER #5,14 - Unknown / Unidentified,10/23/1966
Tahoe National Forest, ,9 - Miscellaneous,8/14/1966
Butte CDF,FALL CREEK,14 - Unknown / Unidentified,7/26/1966
Tehama - Glenn CDF,HOLMES,14 - Unknown / Unidentified,7/28/1966
Los Angeles County,BLACK CANYON FIRE,14 - Unknown / Unidentified,10/14/1966
Sonoma - Lake - Napa CDF,DEBOLT,14 - Unknown / Unidentified,6/11/1966
Sequoia National Forest,JOHN NOYER CANYON,9 - Miscellaneous,5/4/1966
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Sonoma - Lake - Napa CDF,HOWARD,14 - Unknown / Unidentified,9/5/1966
Butte CDF,PROJ26/LANGENFELDER9,14 - Unknown / Unidentified,11/3/1966
Santa Clara CDF,STAR,14 - Unknown / Unidentified,9/4/1966
Santa Clara CDF,BAKER 3 #3,14 - Unknown / Unidentified,6/11/1966
San Luis Obispo CDF,DOVER CANYON,14 - Unknown / Unidentified,8/27/1966
Monterey - San Benito CDF,PORTER,14 - Unknown / Unidentified,6/11/1966
Madera - Mariposa CDF,DESMOND-GILL,14 - Unknown / Unidentified,8/30/1966
Butte CDF,BIDWELL PARK,14 - Unknown / Unidentified,6/11/1966
Riverside CDF,OUTSIDE ORIGIN #4,14 - Unknown / Unidentified,9/24/1966
Santa Clara CDF,FUSEE,14 - Unknown / Unidentified,6/15/1966
Marin County,LES CORDA RANCH,14 - Unknown / Unidentified,6/1/1966
Marin County,MARINCELLO,14 - Unknown / Unidentified,10/16/1966
Sonoma - Lake - Napa CDF,ZUMWALT,14 - Unknown / Unidentified,6/15/1966
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
San Luis Obispo CDF,OCEAN VIEW,14 - Unknown / Unidentified,8/19/1966
Sonoma CDF (old), ,14 - Unknown / Unidentified,<Null>
Santa Clara CDF,BLACK DIAMOND #2,14 - Unknown / Unidentified,8/29/1966
Northern CA District - BLM,DORSEY BUTTE,14 - Unknown / Unidentified,1/1/1966
San Luis Obispo CDF,BITTERWATER,14 - Unknown / Unidentified,7/19/1966
Tuolumne - Calaveras CDF,INDIAN CREEK,14 - Unknown / Unidentified,8/22/1966
Fresno-Kings CDF,DUDLEY,14 - Unknown / Unidentified,6/16/1966
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Tulare County,GILL #2,14 - Unknown / Unidentified,5/25/1966
Shasta-Trinity National Forest,LICK,9 - Miscellaneous,<Null>
Tehama - Glenn CDF,P.G.&E. #1,14 - Unknown / Unidentified,6/12/1966
Tuolumne - Calaveras CDF,PODESTA,14 - Unknown / Unidentified,10/18/1966
Monterey - San Benito CDF,VANETTI,14 - Unknown / Unidentified,4/15/1966
Madera - Mariposa CDF,COOK,14 - Unknown / Unidentified,4/30/1966
San Diego CDF,CARLTON HILLS,14 - Unknown / Unidentified,7/10/1966
Inyo National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,ROCKETDYNE FIRE,14 - Unknown / Unidentified,11/1/1966
Tuolumne - Calaveras CDF,LOMBARDI,14 - Unknown / Unidentified,5/20/1966
Monterey - San Benito CDF,HWY. 101 M.P. 9.0,14 - Unknown / Unidentified,5/25/1966
Monterey - San Benito CDF,BIANCHI,14 - Unknown / Unidentified,6/13/1966
Tuolumne - Calaveras CDF,HOAG,14 - Unknown / Unidentified,9/5/1966
Los Angeles County, ,14 - Unknown / Unidentified,6/30/1966
Santa Clara CDF,ELWORTHY,14 - Unknown / Unidentified,6/28/1966
Lassen National Forest, ,1 - Lightning,<Null>
Santa Barbara County,VANDERBERG AFB #2,14 - Unknown / Unidentified,7/11/1966
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest,SAN ANTONIO ,5 - Debris,4/3/1966
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest,COWELL CREEK,3 - Smoking,5/1/1966
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Nevada - Yuba - Placer CDF,U. OF C. R. I.ESCAPE,14 - Unknown / Unidentified,8/2/1966
Monterey - San Benito CDF,MERRITT,14 - Unknown / Unidentified,6/9/1966
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Yosemite National Park,ECHO,9 - Miscellaneous,<Null>
Shasta - Trinity CDF,HIWAY 44,14 - Unknown / Unidentified,6/16/1965
Sonoma CDF (old),P.G.& E.#10,14 - Unknown / Unidentified,9/16/1965
Sonoma CDF (old), ,14 - Unknown / Unidentified,<Null>
Sonoma CDF (old),P.G.&E. #6,14 - Unknown / Unidentified,9/17/1965
Sonoma CDF (old),ANDERSON,14 - Unknown / Unidentified,9/17/1965
Sonoma CDF (old),POCKET RANCH,14 - Unknown / Unidentified,9/16/1965
Shasta - Trinity CDF,CABIN,9 - Miscellaneous,10/2/1965
Nevada - Yuba - Placer CDF,APPLEGATE,14 - Unknown / Unidentified,9/16/1965
Sonoma CDF (old),P.G.& E.#5,14 - Unknown / Unidentified,9/17/1965
Sonoma CDF (old),P.G.& E.#7,14 - Unknown / Unidentified,9/17/1965
Shasta - Trinity CDF,H.V. F.D. #3,14 - Unknown / Unidentified,9/16/1965
Amador - El Dorado CDF,P.G. & E. #3,14 - Unknown / Unidentified,9/17/1965
San Diego CDF,SUNCREST,14 - Unknown / Unidentified,10/21/1965
Klamath National Forest,M.P.362,14 - Unknown / Unidentified,11/1/1965
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
San Bernardino National Forest,OUTSIDE ORIGIN #9,14 - Unknown / Unidentified,10/1/1965
Kern County,HIDDEN CORRAL,1 - Lightning,8/9/1965
Santa Barbara County,GARDNER,14 - Unknown / Unidentified,8/8/1965
Humboldt - Del Norte CDF,STEWART,14 - Unknown / Unidentified,9/16/1965
Kern County,TECUYA,1 - Lightning,8/11/1965
Los Angeles County, ,14 - Unknown / Unidentified,7/23/1965
Santa Clara CDF,WINDY POINT,14 - Unknown / Unidentified,9/16/1965
San Diego CDF,PAMO,9 - Miscellaneous,8/15/1965
Kern County,CACHE MOUNTAIN,14 - Unknown / Unidentified,9/5/1965
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Sonoma CDF (old),DELAITTRE,14 - Unknown / Unidentified,10/23/1965
Los Angeles County, ,14 - Unknown / Unidentified,10/20/1965
Los Angeles County, ,14 - Unknown / Unidentified,8/26/1965
Toiyab National Forest, ,1 - Lightning,7/9/1965
Nevada - Yuba - Placer CDF,SPRR #71,14 - Unknown / Unidentified,9/16/1965
Kern County,ROBERT MONROE RANCH,14 - Unknown / Unidentified,9/14/1965
Humboldt - Del Norte CDF,ROADSIDE STATE #10,14 - Unknown / Unidentified,10/4/1965
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest,RANCHO,1 - Lightning,8/15/1965
Six Rivers National Forest,COW,3 - Smoking,10/31/1965
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Stanislaus National Forest,MIDDLE FORK ,3 - Smoking,9/2/1965
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest,COYOTE,14 - Unknown / Unidentified,9/22/1964
Sonoma - Lake - Napa CDF,C. HANLY,14 - Unknown / Unidentified,9/19/1964
San Bernardino CDF,COZY DELL,14 - Unknown / Unidentified,7/21/1964
Shasta - Trinity CDF,HAYFORK HWY. #2,9 - Miscellaneous,8/25/1964
Humboldt - Del Norte CDF,MATTOLE,14 - Unknown / Unidentified,9/23/1964
Los Angeles County, ,14 - Unknown / Unidentified,7/2/1964
Butte CDF,LIGHTNING #1,14 - Unknown / Unidentified,7/12/1964
Sonoma CDF (old),NUNS CANYON,14 - Unknown / Unidentified,9/19/1964
Sonoma - Lake - Napa CDF,ROADSIDE #42,14 - Unknown / Unidentified,9/21/1964
Los Angeles County, ,14 - Unknown / Unidentified,3/16/1964
Nevada - Yuba - Placer CDF,ROADSIDE #51,14 - Unknown / Unidentified,9/19/1964
Los Angeles County, ,14 - Unknown / Unidentified,9/10/1964
Tuolumne - Calaveras CDF,EMERSON R.I. ESCAPE,14 - Unknown / Unidentified,8/10/1964
